angaza_id,area,daily_price,upfront_price,expected_repayment_days,registration_date,free_days_included,product_group,country
AC9762267,Area A,30,400,402,1/27/24,3,Product 1,Kenya
AC9763729,Area A,30,400,402,1/27/24,3,Product 1,Kenya
AC9766489,Area B,30,400,402,1/28/24,3,Product 1,Kenya
AC9768393,Area B,30,400,402,1/28/24,3,Product 1,Kenya
AC9767329,Area A,30,400,402,1/28/24,3,Product 1,Kenya
AC9770814,Area A,60,1200,402,1/29/24,3,Product 3,Kenya
AC9779880,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9782437,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9780061,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9785958,Area A,30,400,402,1/31/24,3,Product 1,Kenya
AC9788553,Area B,30,400,402,1/31/24,3,Product 1,Kenya
AC9791655,Area A,60,1200,402,2/1/24,3,Product 3,Kenya
AC9795719,Area A,30,400,402,2/1/24,3,Product 1,Kenya
AC9799894,Area B,30,400,402,2/2/24,3,Product 1,Kenya
AC9800073,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9804148,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9806638,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9810226,Area A,80,1900,578,2/3/24,3,Product 2,Kenya
AC9810463,Area A,30,400,402,2/3/24,3,Product 1,Kenya
AC9812277,Area A,60,1200,402,2/3/24,3,Product 3,Kenya
AC9813801,Area A,30,400,402,2/3/24,3,Product 1,Kenya
AC9814831,Area B,30,400,402,2/4/24,3,Product 1,Kenya
AC9819873,Area B,30,400,409,2/5/24,3,Product 1,Kenya
AC9825962,Area A,30,400,409,2/6/24,3,Product 1,Kenya
AC9832779,Area A,30,400,409,2/6/24,3,Product 1,Kenya
AC9834355,Area A,60,1100,409,2/7/24,3,Product 3,Kenya
AC9837411,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9838988,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9839154,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9839789,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9850863,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9853143,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9857198,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9853429,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9868449,Area A,60,850,409,2/10/24,3,Product 3,Kenya
AC9866499,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9885144,Area A,30,400,409,2/13/24,3,Product 1,Kenya
AC9907850,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9914049,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9916817,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9919312,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9922938,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9922271,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9927570,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9950542,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9952841,Area B,30,400,409,2/21/24,3,Product 1,Kenya
AC9959811,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9975187,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9980986,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9984383,Area B,30,400,409,2/25/24,3,Product 1,Kenya
AC9983283,Area A,30,400,409,2/25/24,3,Product 1,Kenya
AC9990561,Area A,30,300,409,2/26/24,3,Product 1,Kenya
AC10000614,Area A,30,400,409,2/27/24,3,Product 1,Kenya
AC9998579,Area B,30,400,409,2/27/24,3,Product 1,Kenya
AC9411254,Area A,30,400,402,12/3/23,3,Product 1,Kenya
AC9424401,Area A,30,400,402,12/5/23,3,Product 1,Kenya
AC9426559,Area A,30,400,402,12/5/23,3,Product 1,Kenya
AC9426962,Area B,60,1200,402,12/5/23,3,Product 3,Kenya
AC9423562,Area A,30,400,402,12/5/23,3,Product 1,Kenya
AC9433752,Area A,30,400,402,12/6/23,3,Product 1,Kenya
AC9433968,Area A,30,400,402,12/6/23,3,Product 1,Kenya
AC9446903,Area B,30,400,402,12/8/23,3,Product 1,Kenya
AC9443780,Area A,30,400,402,12/8/23,3,Product 1,Kenya
AC9455021,Area A,30,400,402,12/9/23,3,Product 1,Kenya
AC9456398,Area B,150,6400,683,12/9/23,3,Product 7,Kenya
AC9458679,Area B,30,400,402,12/10/23,3,Product 1,Kenya
AC9459200,Area A,40,750,402,12/10/23,3,Product 3,Kenya
AC9472858,Area B,30,400,402,12/12/23,3,Product 1,Kenya
AC9471555,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9469457,Area B,30,400,402,12/12/23,3,Product 1,Kenya
AC9472541,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9484010,Area B,30,400,402,12/13/23,3,Product 1,Kenya
AC9494110,Area B,70,1300,402,12/15/23,3,Product 3,Kenya
AC9494354,Area A,30,400,402,12/15/23,3,Product 1,Kenya
AC9498693,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9503067,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9503269,Area A,30,350,402,12/16/23,3,Product 1,Kenya
AC9506780,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9507180,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9505005,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9511737,Area A,80,1900,578,12/18/23,3,Product 2,Kenya
AC9529811,Area A,30,400,402,12/20/23,3,Product 1,Kenya
AC9531379,Area A,60,950,402,12/21/23,3,Product 3,Kenya
AC9535243,Area A,30,400,402,12/21/23,3,Product 1,Kenya
AC9543486,Area A,30,400,402,12/22/23,3,Product 1,Kenya
AC9538724,Area A,60,1200,402,12/22/23,3,Product 3,Kenya
AC9546757,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9547624,Area A,40,750,402,12/23/23,3,Product 3,Kenya
AC9550582,Area B,40,750,402,12/23/23,3,Product 3,Kenya
AC9555204,Area B,30,400,402,12/24/23,3,Product 1,Kenya
AC9565562,Area A,30,400,402,12/26/23,3,Product 1,Kenya
AC9565415,Area A,30,400,402,12/26/23,3,Product 1,Kenya
AC9588247,Area A,30,400,402,12/29/23,3,Product 1,Kenya
AC9585806,Area A,30,400,402,12/29/23,3,Product 1,Kenya
AC9585901,Area A,30,400,402,12/29/23,3,Product 1,Kenya
AC9597950,Area A,60,950,402,12/31/23,3,Product 3,Kenya
AC9610110,Area A,30,400,402,1/3/24,3,Product 1,Kenya
AC9610313,Area A,110,3000,381,1/3/24,3,Product 5,Kenya
AC9616827,Area A,80,1900,578,1/4/24,3,Product 2,Kenya
AC9625830,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9634150,Area B,30,400,402,1/7/24,3,Product 1,Kenya
AC9649250,Area A,30,400,402,1/9/24,3,Product 1,Kenya
AC9650228,Area B,90,2450,381,1/9/24,3,Product 5,Kenya
AC9651949,Area A,30,400,402,1/10/24,3,Product 1,Kenya
AC9657967,Area A,30,400,402,1/10/24,3,Product 1,Kenya
AC9671590,Area B,30,400,402,1/12/24,3,Product 1,Kenya
AC9679746,Area A,30,400,402,1/14/24,3,Product 1,Kenya
AC9684542,Area B,80,1900,578,1/15/24,3,Product 2,Kenya
AC9687586,Area B,70,1300,402,1/15/24,3,Product 3,Kenya
AC9693576,Area B,30,400,402,1/16/24,3,Product 1,Kenya
AC9692653,Area A,30,400,402,1/16/24,3,Product 1,Kenya
AC9692858,Area A,30,400,402,1/16/24,3,Product 1,Kenya
AC9695027,Area A,30,400,402,1/16/24,3,Product 1,Kenya
AC9689284,Area A,30,400,402,1/16/24,3,Product 1,Kenya
AC9709010,Area A,30,350,402,1/18/24,3,Product 1,Kenya
AC9724526,Area A,30,400,402,1/21/24,3,Product 1,Kenya
AC9731264,Area B,30,400,402,1/23/24,3,Product 1,Kenya
AC9734104,Area A,30,400,402,1/23/24,3,Product 1,Kenya
AC9741828,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9741994,Area B,30,400,402,1/24/24,3,Product 1,Kenya
AC9743588,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9749883,Area B,90,2450,381,1/25/24,3,Product 5,Kenya
AC9754988,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9753940,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9760363,Area A,30,400,402,1/27/24,3,Product 1,Kenya
AC9758467,Area A,30,400,402,1/27/24,3,Product 1,Kenya
AC9768191,Area A,30,400,402,1/28/24,3,Product 1,Kenya
AC9773510,Area A,30,400,402,1/29/24,3,Product 1,Kenya
AC9781446,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9782380,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9796622,Area A,30,400,402,2/1/24,3,Product 1,Kenya
AC9799773,Area A,80,1900,578,2/2/24,3,Product 2,Kenya
AC9805572,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9811356,Area B,30,400,402,2/3/24,3,Product 1,Kenya
AC9814793,Area B,30,400,402,2/4/24,3,Product 1,Kenya
AC9834428,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9844415,Area A,60,1100,409,2/8/24,3,Product 3,Kenya
AC9844644,Area B,30,400,409,2/8/24,3,Product 1,Kenya
AC9853897,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9872321,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9872696,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9879836,Area A,30,400,409,2/12/24,3,Product 1,Kenya
AC9876768,Area B,70,1200,409,2/12/24,3,Product 3,Kenya
AC9887444,Area A,30,400,409,2/13/24,3,Product 1,Kenya
AC9889301,Area A,40,750,402,2/13/24,3,Product 3,Kenya
AC9896695,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9908117,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9906367,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9909409,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9912924,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9914676,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9913069,Area B,30,400,409,2/16/24,3,Product 1,Kenya
AC9919827,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9936604,Area A,30,400,409,2/19/24,3,Product 1,Kenya
AC9946594,Area B,30,400,409,2/20/24,3,Product 1,Kenya
AC9955183,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9964532,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9971528,Area B,30,400,409,2/23/24,3,Product 1,Kenya
AC9973529,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9973544,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9976003,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9978889,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9985518,Area A,30,400,409,2/25/24,3,Product 1,Kenya
AC9983980,Area A,30,400,409,2/25/24,3,Product 1,Kenya
AC9989346,Area A,30,400,409,2/26/24,3,Product 1,Kenya
AC9402818,Area B,30,400,402,12/1/23,3,Product 1,Kenya
AC9404437,Area A,30,400,402,12/1/23,3,Product 1,Kenya
AC9409734,Area B,30,400,402,12/2/23,3,Product 1,Kenya
AC9413394,Area A,30,400,402,12/3/23,3,Product 1,Kenya
AC9414774,Area B,30,400,402,12/4/23,3,Product 1,Kenya
AC9418223,Area A,30,400,402,12/4/23,3,Product 1,Kenya
AC9425655,Area B,80,1900,578,12/5/23,3,Product 2,Kenya
AC9426829,Area A,30,400,402,12/5/23,3,Product 1,Kenya
AC9446913,Area A,30,400,402,12/8/23,3,Product 1,Kenya
AC9448871,Area A,30,400,402,12/8/23,3,Product 1,Kenya
AC9467092,Area A,30,400,402,12/11/23,3,Product 1,Kenya
AC9466171,Area A,30,400,402,12/11/23,3,Product 1,Kenya
AC9476363,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9469969,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9469893,Area B,30,400,402,12/12/23,3,Product 1,Kenya
AC9473507,Area A,40,750,402,12/12/23,3,Product 3,Kenya
AC9476064,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9477928,Area B,30,400,402,12/13/23,3,Product 1,Kenya
AC9477940,Area A,30,400,402,12/13/23,3,Product 1,Kenya
AC9478808,Area A,30,400,402,12/13/23,3,Product 1,Kenya
AC9483421,Area A,60,1200,402,12/13/23,3,Product 3,Kenya
AC9485801,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9485836,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9488126,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9497714,Area B,30,400,402,12/15/23,3,Product 1,Kenya
AC9492139,Area A,30,350,402,12/15/23,3,Product 1,Kenya
AC9506220,Area A,30,400,402,12/17/23,3,Product 1,Kenya
AC9512027,Area A,30,400,402,12/18/23,3,Product 1,Kenya
AC9512732,Area B,30,400,402,12/18/23,3,Product 1,Kenya
AC9513416,Area B,70,1300,402,12/18/23,3,Product 3,Kenya
AC9524412,Area A,30,400,402,12/20/23,3,Product 1,Kenya
AC9529354,Area A,30,400,402,12/20/23,3,Product 1,Kenya
AC9529705,Area A,30,400,402,12/20/23,3,Product 1,Kenya
AC9533490,Area B,30,400,402,12/21/23,3,Product 1,Kenya
AC9540209,Area A,30,400,402,12/22/23,3,Product 1,Kenya
AC9544437,Area B,30,400,402,12/22/23,3,Product 1,Kenya
AC9543907,Area A,30,400,402,12/22/23,3,Product 1,Kenya
AC9549125,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9556293,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9557515,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9557752,Area A,30,400,402,12/24/23,3,Product 1,Kenya
AC9563046,Area A,30,400,402,12/25/23,3,Product 1,Kenya
AC9563579,Area A,30,400,402,12/26/23,3,Product 1,Kenya
AC9580759,Area B,30,400,402,12/28/23,3,Product 1,Kenya
AC9582821,Area A,30,400,402,12/29/23,3,Product 1,Kenya
AC9606085,Area B,30,400,402,1/2/24,3,Product 1,Kenya
AC9606713,Area A,80,1900,578,1/2/24,3,Product 2,Kenya
AC9615990,Area A,80,1900,578,1/4/24,3,Product 2,Kenya
AC9618064,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9623926,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9660769,Area A,30,400,402,1/11/24,3,Product 1,Kenya
AC9663201,Area B,30,400,402,1/11/24,3,Product 1,Kenya
AC9668712,Area A,80,1900,578,1/12/24,3,Product 2,Kenya
AC9677052,Area B,60,1200,402,1/13/24,3,Product 3,Kenya
AC9681265,Area A,30,400,402,1/14/24,3,Product 1,Kenya
AC9680166,Area A,30,400,402,1/14/24,3,Product 1,Kenya
AC9685651,Area B,30,400,402,1/15/24,3,Product 1,Kenya
AC9686388,Area A,30,400,402,1/15/24,3,Product 1,Kenya
AC9688160,Area B,30,400,402,1/15/24,3,Product 1,Kenya
AC9683245,Area B,80,1900,578,1/15/24,3,Product 2,Kenya
AC9691175,Area B,70,700,451,1/16/24,3,Product 6,Kenya
AC9695141,Area A,80,1900,110,1/16/24,3,Product 2,Kenya
AC9694540,Area A,30,400,402,1/16/24,3,Product 1,Kenya
AC9714306,Area A,30,400,402,1/19/24,3,Product 1,Kenya
AC9710657,Area B,30,400,402,1/19/24,3,Product 1,Kenya
AC9721763,Area A,30,400,402,1/21/24,3,Product 1,Kenya
AC9723135,Area A,30,400,402,1/21/24,3,Product 1,Kenya
AC9724893,Area A,30,400,402,1/21/24,3,Product 1,Kenya
AC9729221,Area A,30,400,402,1/22/24,3,Product 1,Kenya
AC9753437,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9753462,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9755275,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9756141,Area A,30,400,402,1/26/24,3,Product 1,Kenya
AC9762239,Area A,30,400,402,1/27/24,3,Product 1,Kenya
AC9776008,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9779182,Area A,30,400,402,1/30/24,3,Product 1,Kenya
AC9798324,Area A,30,400,402,2/1/24,3,Product 1,Kenya
AC9805296,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9803066,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9809746,Area B,80,1900,578,2/3/24,3,Product 2,Kenya
AC9814465,Area B,30,400,402,2/4/24,3,Product 1,Kenya
AC9822902,Area A,30,400,409,2/5/24,3,Product 1,Kenya
AC9823819,Area A,30,400,409,2/5/24,3,Product 1,Kenya
AC9832955,Area A,30,400,409,2/6/24,3,Product 1,Kenya
AC9834228,Area A,30,400,409,2/6/24,3,Product 1,Kenya
AC9834453,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9836539,Area B,110,1650,589,2/7/24,3,Product 4,Kenya
AC9843890,Area B,60,1100,409,2/8/24,3,Product 3,Kenya
AC9844928,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9846834,Area A,30,300,409,2/8/24,3,Product 1,Kenya
AC9850531,Area B,80,1900,578,2/8/24,3,Product 2,Kenya
AC9850799,Area A,60,1100,409,2/8/24,3,Product 3,Kenya
AC9847050,Area B,30,400,409,2/8/24,3,Product 1,Kenya
AC9857515,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9872778,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9880774,Area A,30,400,409,2/12/24,3,Product 1,Kenya
AC9884245,Area A,30,400,409,2/13/24,3,Product 1,Kenya
AC9894641,Area A,30,400,409,2/14/24,3,Product 1,Kenya
AC9916777,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9917873,Area B,30,400,409,2/16/24,3,Product 1,Kenya
AC9929961,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9930723,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9941599,Area A,30,400,409,2/20/24,3,Product 1,Kenya
AC9946368,Area A,30,400,409,2/20/24,3,Product 1,Kenya
AC9955078,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9957383,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9958636,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9960096,Area B,30,400,409,2/22/24,3,Product 1,Kenya
AC9962864,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9972941,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9979320,Area A,30,400,409,2/24/24,3,Product 1,Kenya
AC9984158,Area A,30,400,409,2/25/24,3,Product 1,Kenya
AC10000761,Area A,30,400,409,2/27/24,3,Product 1,Kenya
AC9998128,Area A,110,1650,741,2/27/24,3,Product 4,Kenya
AC9399272,Area A,30,400,402,12/1/23,3,Product 1,Kenya
AC9407425,Area A,130,1900,632,12/2/23,3,Product 4,Kenya
AC9411235,Area A,30,400,402,12/3/23,3,Product 1,Kenya
AC9414589,Area B,30,400,402,12/4/23,3,Product 1,Kenya
AC9453908,Area A,40,750,402,12/9/23,3,Product 3,Kenya
AC9452452,Area A,30,400,402,12/9/23,3,Product 1,Kenya
AC9470701,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9469869,Area A,90,2450,381,12/12/23,3,Product 5,Kenya
AC9471952,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9479698,Area B,30,400,402,12/13/23,3,Product 1,Kenya
AC9486872,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9484668,Area A,30,400,402,12/14/23,3,Product 1,Kenya
AC9495441,Area A,30,400,402,12/15/23,3,Product 1,Kenya
AC9496522,Area A,30,400,402,12/15/23,3,Product 1,Kenya
AC9503570,Area A,60,950,402,12/16/23,3,Product 3,Kenya
AC9504393,Area A,30,400,402,12/16/23,3,Product 1,Kenya
AC9507524,Area B,30,400,402,12/17/23,3,Product 1,Kenya
AC9509482,Area A,30,400,402,12/18/23,3,Product 1,Kenya
AC9518991,Area A,60,1200,402,12/19/23,3,Product 3,Kenya
AC9520062,Area A,130,1900,672,12/19/23,3,Product 4,Kenya
AC9531468,Area A,30,400,402,12/21/23,3,Product 1,Kenya
AC9536652,Area A,60,1200,402,12/21/23,3,Product 3,Kenya
AC9537252,Area A,30,400,402,12/21/23,3,Product 1,Kenya
AC9537868,Area A,30,400,402,12/21/23,3,Product 1,Kenya
AC9539746,Area B,30,400,402,12/22/23,3,Product 1,Kenya
AC9542290,Area B,30,400,402,12/22/23,3,Product 1,Kenya
AC9552741,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9553116,Area A,30,400,402,12/23/23,3,Product 1,Kenya
AC9570733,Area B,80,1900,578,12/27/23,3,Product 2,Kenya
AC9581102,Area B,30,400,402,12/28/23,3,Product 1,Kenya
AC9585589,Area B,80,1900,578,12/29/23,3,Product 2,Kenya
AC9588818,Area A,30,400,402,12/29/23,3,Product 1,Kenya
AC9597004,Area A,30,400,402,12/31/23,3,Product 1,Kenya
AC9597849,Area B,30,400,402,12/31/23,3,Product 1,Kenya
AC9604695,Area B,30,400,402,1/2/24,3,Product 1,Kenya
AC9606254,Area A,30,400,402,1/2/24,3,Product 1,Kenya
AC9607823,Area A,30,400,402,1/3/24,3,Product 1,Kenya
AC9608064,Area A,30,400,402,1/3/24,3,Product 1,Kenya
AC9614214,Area A,30,400,402,1/4/24,3,Product 1,Kenya
AC9622913,Area A,30,400,402,1/5/24,3,Product 1,Kenya
AC9634523,Area A,30,400,402,1/7/24,3,Product 1,Kenya
AC9635777,Area B,30,400,402,1/7/24,3,Product 1,Kenya
AC9638848,Area A,30,350,402,1/8/24,3,Product 1,Kenya
AC9654850,Area A,30,400,402,1/10/24,3,Product 1,Kenya
AC9655415,Area A,30,400,402,1/10/24,3,Product 1,Kenya
AC9658389,Area A,30,400,402,1/11/24,3,Product 1,Kenya
AC9664377,Area A,40,750,402,1/11/24,3,Product 3,Kenya
AC9678394,Area A,40,750,402,1/13/24,3,Product 3,Kenya
AC9681510,Area A,60,950,402,1/14/24,3,Product 3,Kenya
AC9685486,Area A,30,400,402,1/15/24,3,Product 1,Kenya
AC9686554,Area B,80,1900,578,1/15/24,3,Product 2,Kenya
AC9690234,Area A,30,400,402,1/16/24,3,Product 1,Kenya
AC9693452,Area B,80,1900,578,1/16/24,3,Product 2,Kenya
AC9696654,Area A,30,400,402,1/17/24,3,Product 1,Kenya
AC9712891,Area A,30,400,402,1/19/24,3,Product 1,Kenya
AC9723913,Area A,30,400,402,1/21/24,3,Product 1,Kenya
AC9726174,Area A,30,400,402,1/22/24,3,Product 1,Kenya
AC9736330,Area B,80,1900,578,1/23/24,3,Product 2,Kenya
AC9742717,Area A,30,400,402,1/24/24,3,Product 1,Kenya
AC9746984,Area B,30,400,402,1/25/24,3,Product 1,Kenya
AC9747181,Area A,30,400,402,1/25/24,3,Product 1,Kenya
AC9749652,Area A,30,400,402,1/25/24,3,Product 1,Kenya
AC9754619,Area B,80,1900,578,1/26/24,3,Product 2,Kenya
AC9766089,Area A,30,400,402,1/28/24,3,Product 1,Kenya
AC9771421,Area A,30,400,402,1/29/24,3,Product 1,Kenya
AC9781728,Area B,30,400,402,1/30/24,3,Product 1,Kenya
AC9789994,Area A,30,400,402,1/31/24,3,Product 1,Kenya
AC9795604,Area B,90,2450,381,2/1/24,3,Product 5,Kenya
AC9803188,Area A,30,400,402,2/2/24,3,Product 1,Kenya
AC9816933,Area A,30,400,402,2/4/24,3,Product 1,Kenya
AC9817165,Area A,30,400,402,2/4/24,3,Product 1,Kenya
AC9821681,Area B,80,1900,578,2/5/24,3,Product 2,Kenya
AC9823451,Area A,30,400,409,2/5/24,3,Product 1,Kenya
AC9836177,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9837277,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9837705,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9839962,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9841610,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9841778,Area A,30,400,409,2/7/24,3,Product 1,Kenya
AC9843174,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9843258,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9846467,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9850231,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9845521,Area B,110,3000,381,2/8/24,3,Product 5,Kenya
AC9847060,Area A,30,400,409,2/8/24,3,Product 1,Kenya
AC9853667,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9855406,Area A,30,400,409,2/9/24,3,Product 1,Kenya
AC9863001,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9867806,Area A,30,400,409,2/10/24,3,Product 1,Kenya
AC9870928,Area A,30,400,409,2/11/24,3,Product 1,Kenya
AC9889548,Area A,60,850,409,2/13/24,3,Product 3,Kenya
AC9907368,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9902068,Area A,30,400,409,2/15/24,3,Product 1,Kenya
AC9917504,Area A,30,400,409,2/16/24,3,Product 1,Kenya
AC9924201,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9924012,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9926517,Area A,30,400,409,2/17/24,3,Product 1,Kenya
AC9930736,Area A,30,400,409,2/18/24,3,Product 1,Kenya
AC9932970,Area A,30,400,409,2/19/24,3,Product 1,Kenya
AC9935881,Area A,90,2450,381,2/19/24,3,Product 5,Kenya
AC9941899,Area B,30,400,409,2/20/24,3,Product 1,Kenya
AC9944055,Area B,30,400,409,2/20/24,3,Product 1,Kenya
AC9942101,Area B,30,400,409,2/20/24,3,Product 1,Kenya
AC9949874,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9955224,Area A,30,400,409,2/21/24,3,Product 1,Kenya
AC9958882,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9966400,Area B,30,300,409,2/22/24,3,Product 1,Kenya
AC9966410,Area A,30,400,409,2/22/24,3,Product 1,Kenya
AC9973508,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9974365,Area A,30,400,409,2/23/24,3,Product 1,Kenya
AC9977826,Area B,80,2100,578,2/24/24,3,Product 2,Kenya
AC9979718,Area A,30,300,409,2/24/24,3,Product 1,Kenya
AC9984049,Area A,30,400,409,2/25/24,3,Product 1,Kenya
AC9984391,Area A,30,400,409,2/25/24,3,Product 1,Kenya
AC9984230,Area A,30,400,409,2/25/24,3,Product 1,Kenya
AC9992891,Area B,30,400,409,2/26/24,3,Product 1,Kenya
AC9404673,Area A,30,400,402,12/1/23,3,Product 1,Kenya
AC9416174,Area A,30,400,402,12/4/23,3,Product 1,Kenya
AC9443876,Area A,30,400,402,12/8/23,3,Product 1,Kenya
AC9450887,Area A,30,400,402,12/8/23,3,Product 1,Kenya
AC9452208,Area A,30,400,402,12/9/23,3,Product 1,Kenya
AC9461743,Area B,100,2750,381,12/11/23,3,Product 5,Kenya
AC9468141,Area A,30,400,402,12/11/23,3,Product 1,Kenya
AC9469832,Area B,80,1900,578,12/12/23,3,Product 2,Kenya
AC9471349,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9475990,Area A,30,400,402,12/12/23,3,Product 1,Kenya
AC9469912,Area B,30,400,402,12/12/23,3,Product 1,Kenya
AC9484127,Area A,30,400,402,12/13/23,3,Product 1,Kenya
AC9486850,Area A,30,400,402,12/14/23,3,Product 1,Kenya
